type,conv_type,groups,c_in,h_in,w_in,k1,k2,c_out,h_out,w_out,MACs,Flash,latency,MACs/latency
conv2d,PointWise,1,96,12,12,1,1,176,12,12,2433200,17600,6.725,361814
pad,,,64,30,30,,,64,32,32,0,0,0.113,
conv2d,PointWise,1,64,80,80,1,1,64,80,80,26214464,4352,59.928,437432
conv2d,PointWise,1,104,5,5,1,1,624,5,5,1623024,67392,4.299,377535
conv2d,PointWise,1,104,20,20,1,1,128,20,20,5324928,13824,13.391,397649
pad,,,16,88,88,,,16,90,90,0,0,0.236,
conv2d,PointWise,1,160,14,14,1,1,160,14,14,5017760,26240,12.483,401967
conv2d,PointWise,1,160,14,14,1,1,160,14,14,5017760,26240,12.486,401870
conv2d,PointWise,1,120,22,22,1,1,88,22,22,5111128,10912,12.31,415201
pad,,,576,14,14,,,576,16,16,0,0,0.253,
conv2d,PointWise,1,112,30,30,1,1,128,30,30,12902528,14848,29.19,442018
conv2d,PointWise,1,16,12,12,1,1,16,12,12,36880,320,0.142,259718
conv2d,PointWise,1,16,12,12,1,1,16,12,12,36880,320,0.14,263428
pad,,,768,16,16,,,768,18,18,0,0,0.441,
conv2d,PointWise,1,16,12,12,1,1,16,12,12,36880,320,0.139,265323
pad,,,8,40,40,,,8,42,42,0,0,0.025,
conv2d,PointWise,1,16,12,12,1,1,16,12,12,36880,320,0.139,265323
conv2d,PointWise,1,16,12,12,1,1,16,12,12,36880,320,0.19,194105
conv2d,PointWise,1,192,3,3,1,1,384,3,3,663936,75264,3.465,191612
pad,,,96,56,56,,,96,58,58,0,0,0.595,
conv2d,PointWise,1,16,48,48,1,1,24,48,48,884760,480,3.4,260223
conv2d,PointWise,1,80,32,32,1,1,112,32,32,9175152,9408,21.941,418173
eltwise,,,,,,,,16,56,56,50176,0,4.387,11437
pad,,,80,8,8,,,80,10,10,0,0,0.011,
conv2d,PointWise,1,56,28,28,1,1,208,28,28,9132240,12480,25.482,358380
conv2d,PointWise,1,384,5,5,1,1,384,5,5,3686784,148992,8.07,456850
conv2d,PointWise,1,144,8,8,1,1,416,8,8,3834272,61568,11.599,330569
conv2d,PointWise,1,240,15,15,1,1,160,15,15,8640160,39040,21.061,410244
pad,,,112,48,48,,,112,50,50,0,0,0.492,
conv2d,PointWise,1,16,48,48,1,1,32,48,48,1179680,640,4.691,251477
conv2d,PointWise,1,16,96,96,1,1,24,96,96,3538968,480,13.055,271081
pad,,,352,14,14,,,352,16,16,0,0,0.151,
conv2d,PointWise,1,144,11,11,1,1,432,11,11,7527600,63936,21.123,356369
pad,,,32,56,56,,,32,58,58,0,0,0.195,
conv2d,PointWise,1,432,11,11,1,1,144,11,11,7527312,62784,19.492,386174
conv2d,PointWise,1,24,4,4,1,1,24,4,4,9240,672,0.05,184799
pad,,,48,16,16,,,48,18,18,0,0,0.023,
conv2d,PointWise,1,24,4,4,1,1,24,4,4,9240,672,0.05,184799
conv2d,PointWise,1,16,14,14,1,1,96,14,14,301152,1920,1.107,272043
pad,,,96,46,46,,,96,48,48,0,0,0.402,
conv2d,PointWise,1,96,14,14,1,1,16,14,14,301072,1600,0.673,447358
pad,,,64,6,6,,,64,8,8,0,0,0.006,
conv2d,PointWise,1,80,36,36,1,1,72,36,36,7465032,6048,17.294,431654
conv2d,PointWise,1,416,2,2,1,1,416,2,2,692640,174720,2.765,250502
conv2d,PointWise,1,416,2,2,1,1,416,2,2,692640,174720,2.755,251411
eltwise,,,,,,,,64,6,6,2304,0,0.203,11349
pad,,,64,15,15,,,64,17,17,0,0,0.028,
conv2d,PointWise,1,416,2,2,1,1,416,2,2,692640,174720,2.754,251503
conv2d,PointWise,1,416,2,2,1,1,416,2,2,692640,174720,2.753,251594
conv2d,PointWise,1,416,2,2,1,1,416,2,2,692640,174720,2.753,251594
eltwise,,,,,,,,64,15,15,14400,0,1.261,11419
pad,,,72,22,22,,,72,24,24,0,0,0.067,
conv2d,PointWise,1,48,12,12,1,1,72,12,12,497736,3744,1.596,311864
pad,,,96,16,16,,,96,18,18,0,0,0.055,
conv2d,PointWise,1,144,30,30,1,1,64,30,30,8294464,9472,18.026,460138
conv2d,PointWise,1,32,26,26,1,1,192,26,26,4153536,6912,13.155,315738
conv2d,PointWise,1,192,26,26,1,1,48,26,26,6230064,9408,13.508,461212
pad,,,48,30,30,,,48,32,32,0,0,0.09,
conv2d,PointWise,1,16,12,12,1,1,56,12,12,129080,1120,0.647,199505
conv2d,PointWise,1,24,44,44,1,1,128,44,44,5947520,3584,21.255,279817
conv2d,PointWise,1,32,16,16,1,1,256,16,16,2097408,9216,7.24,289697
pad,,,80,14,14,,,80,18,18,0,0,0.034,
conv2d,PointWise,1,128,12,12,1,1,384,12,12,7078272,50688,18.923,374056
conv2d,PointWise,1,120,22,22,1,1,128,22,22,7434368,15872,18.032,412287
conv2d,PointWise,1,88,12,12,1,1,88,12,12,1115224,8096,3.235,344736
conv2d,PointWise,1,88,12,12,1,1,88,12,12,1115224,8096,3.238,344417
eltwise,,,,,,,,288,7,7,28224,576,0.457,61759
conv2d,PointWise,1,112,6,6,1,1,672,6,6,2710176,77952,6.226,435299
eltwise,,,,,,,,288,7,7,14112,0,1.236,11417
pad,,,288,7,7,,,288,9,9,0,0,0.039,
conv2d,PointWise,1,672,6,6,1,1,112,6,6,2709616,75712,6.083,445440
eltwise,,,,,,,,288,7,7,14112,0,1.24,11380
conv2d,PointWise,1,832,2,2,1,1,832,2,2,2769728,695552,16.033,172751
conv2d,PointWise,1,24,24,24,1,1,128,24,24,1769600,3584,6.885,257022
conv2d,PointWise,1,128,1,1,1,1,1280,1,1,165120,168960,2.445,67533
eltwise,,,,,,,,288,7,7,14112,0,1.24,11380
eltwise,,,,,,,,288,7,7,14112,0,1.236,11417
eltwise,,,,,,,,288,7,7,14112,0,1.236,11417
eltwise,,,,,,,,288,7,7,14112,0,0.287,49170
eltwise,,,,,,,,288,7,7,14112,0,0.257,54910
conv2d,PointWise,1,240,12,12,1,1,80,12,12,2764880,19520,6.884,401638
conv2d,PointWise,1,120,18,18,1,1,256,18,18,9953536,31744,25.026,397727
conv2d,PointWise,1,352,13,13,1,1,168,13,13,9994152,59808,24.947,400615
conv2d,PointWise,1,64,10,10,1,1,384,10,10,2457984,26112,7.893,311413
eltwise,,,,,,,,288,7,7,14112,0,1.24,11380
eltwise,,,,,,,,288,7,7,14112,0,1.234,11435
eltwise,,,,,,,,288,7,7,14112,0,1.237,11408
eltwise,,,,,,,,288,7,7,14112,0,1.236,11417
pad,,,96,3,3,,,96,5,5,0,0,0.004,
conv2d,PointWise,1,384,10,10,1,1,80,10,10,3072080,31040,7.921,387839
conv2d,PointWise,1,120,22,22,1,1,144,22,22,8363664,17856,20.206,413919
eltwise,,,,,,,,96,3,3,864,0,0.077,11220
conv2d,PointWise,1,40,52,52,1,1,40,52,52,4326440,1760,12.635,342417
pad,,,528,8,8,,,528,10,10,0,0,0.076,
conv2d,PointWise,1,112,2,2,1,1,672,2,2,301728,77952,1.52,198505
conv2d,PointWise,1,672,2,2,1,1,144,2,2,387216,97344,1.501,257972
eltwise,,,,,,,,88,8,8,5632,0,0.493,11423
pad,,,80,12,12,,,80,16,16,0,0,0.025,
conv2d,PointWise,1,192,6,6,1,1,192,6,6,1327296,37632,2.829,469174
conv2d,PointWise,1,96,10,10,1,1,96,10,10,921696,9600,1.981,465268
conv2d,PointWise,1,16,40,40,1,1,112,40,40,2867312,2240,11.126,257712
pad,,,640,12,12,,,640,14,14,0,0,0.209,
conv2d,PointWise,1,128,12,12,1,1,192,12,12,3539136,25344,7.699,459687
pad,,,120,20,20,,,120,22,22,0,0,0.128,
conv2d,PointWise,1,16,20,20,1,1,64,20,20,409664,1280,1.541,265842
conv2d,PointWise,1,24,64,64,1,1,24,64,64,2359320,672,8.323,283469
conv2d,PointWise,1,16,96,96,1,1,16,96,96,2359312,320,8.691,271466
eltwise,,,,,,,,120,20,20,48000,0,4.222,11369
pad,,,64,32,32,,,64,36,36,0,0,0.142,
conv2d,PointWise,1,16,96,96,1,1,16,96,96,2359312,320,8.692,271434
conv2d,PointWise,1,80,5,5,1,1,480,5,5,960480,40320,2.57,373727
pad,,,80,12,12,,,80,18,18,0,0,0.03,
conv2d,PointWise,1,480,5,5,1,1,96,5,5,1152096,46464,2.55,451802
pad,,,320,15,15,,,320,19,19,0,0,0.183,
conv2d,PointWise,1,48,14,14,1,1,48,14,14,451632,2496,1.396,323518
pad,,,8,64,64,,,8,66,66,0,0,0.089,
conv2d,PointWise,1,48,14,14,1,1,48,14,14,451632,2496,1.397,323287
conv2d,PointWise,1,176,4,4,1,1,1056,4,4,2974752,190080,7.484,397481
conv2d,PointWise,1,1056,4,4,1,1,176,4,4,2973872,186560,7.393,402255
pad,,,480,8,8,,,480,10,10,0,0,0.07,
conv2d,PointWise,1,112,24,24,1,1,64,24,24,4128832,7424,9.532,433154
conv2d,PointWise,1,48,28,28,1,1,144,28,28,5419152,7488,14.692,368850
conv2d,PointWise,1,144,28,28,1,1,48,28,28,5419056,7104,11.928,454313
pad,,,768,18,18,,,768,22,22,0,0,0.623,
conv2d,PointWise,1,40,14,14,1,1,40,14,14,313640,1760,1.12,280035
conv2d,PointWise,1,96,32,32,1,1,32,32,32,3145760,3200,7.201,436850
pad,,,48,8,8,,,48,10,10,0,0,0.008,
conv2d,PointWise,1,128,6,6,1,1,320,6,6,1474880,42240,3.304,446392
conv2d,PointWise,1,128,24,24,1,1,128,24,24,9437312,16896,21.113,446990
conv2d,PointWise,1,176,28,28,1,1,56,28,28,7727160,10080,16.714,462316
pad,,,112,36,36,,,112,40,40,0,0,0.319,
conv2d,PointWise,1,448,6,6,1,1,448,6,6,7225792,202496,15.436,468112
conv2d,PointWise,1,448,6,6,1,1,448,6,6,7225792,202496,15.445,467840
pad,,,8,80,80,,,8,82,82,0,0,0.113,
conv2d,PointWise,1,24,48,48,1,1,128,48,48,7078016,3584,25.111,281869
conv2d,PointWise,1,32,20,20,1,1,96,20,20,1228896,3456,3.631,338445
pad,,,176,3,3,,,176,7,7,0,0,0.009,
conv2d,PointWise,1,96,20,20,1,1,32,20,20,1228832,3200,3.004,409065
conv2d,PointWise,1,80,15,15,1,1,240,15,15,4320240,20160,12.101,357015
conv2d,PointWise,1,240,15,15,1,1,80,15,15,4320080,19520,10.509,411083
eltwise,,,,,,,,176,3,3,1584,0,0.14,11314
pad,,,96,14,14,,,96,16,16,0,0,0.037,
conv2d,PointWise,1,80,26,26,1,1,144,26,26,7787664,12096,18.843,413292
conv2d,PointWise,1,128,22,22,1,1,88,22,22,5451864,11616,12.569,433754
conv2d,PointWise,1,32,22,22,1,1,192,22,22,2973888,6912,9.581,310394
conv2d,PointWise,1,192,22,22,1,1,80,22,22,7434320,15680,16.493,450756
pad,,,288,10,10,,,288,12,12,0,0,0.066,
conv2d,PointWise,1,24,40,40,1,1,144,40,40,5529744,4032,20.169,274170
conv2d,PointWise,1,144,40,40,1,1,48,40,40,11059248,7104,23.431,471992
pad,,,64,40,40,,,64,44,44,0,0,0.27,
conv2d,PointWise,1,48,64,64,1,1,48,64,64,9437232,2496,23.453,402389
conv2d,PointWise,1,72,22,22,1,1,112,22,22,3903088,8512,10.42,374576
conv2d,PointWise,1,96,24,24,1,1,576,24,24,31851072,57600,75.788,420265
conv2d,PointWise,1,576,24,24,1,1,96,24,24,31850592,55680,69.388,459021
conv2d,PointWise,1,64,28,28,1,1,384,28,28,19267968,26112,48.47,397523
pad,,,32,52,52,,,32,54,54,0,0,0.169,
conv2d,PointWise,1,384,14,14,1,1,128,14,14,9633920,49664,20.392,472436
conv2d,PointWise,1,128,3,3,1,1,768,3,3,885504,101376,2.951,300069
pad,,,8,160,160,,,8,162,162,0,0,0.385,
conv2d,PointWise,1,768,3,3,1,1,128,3,3,884864,98816,2.475,357520
conv2d,PointWise,1,48,12,12,1,1,48,12,12,331824,2496,0.824,402699
conv2d,PointWise,1,48,12,12,1,1,48,12,12,331824,2496,0.822,403678
pad,,,72,40,40,,,72,42,42,0,0,0.291,
conv2d,PointWise,1,48,12,12,1,1,48,12,12,331824,2496,0.819,405157
conv2d,PointWise,1,48,12,12,1,1,48,12,12,331824,2496,0.819,405157
conv2d,PointWise,1,48,12,12,1,1,48,12,12,331824,2496,1.065,311571
eltwise,,,,,,,,72,40,40,115200,0,10.133,11368
conv2d,PointWise,1,320,3,3,1,1,1024,3,3,2950144,331776,8.571,344200
pad,,,128,6,6,,,128,8,8,0,0,0.01,
conv2d,PointWise,1,64,11,11,1,1,384,11,11,2974080,26112,7.029,423115
conv2d,PointWise,1,384,11,11,1,1,64,11,11,2973760,24832,7.715,385451
conv2d,PointWise,1,160,14,14,1,1,240,14,14,7526640,39360,18.695,402601
eltwise,,,,,,,,128,6,6,4608,0,0.405,11377
pad,,,24,112,112,,,24,114,114,0,0,0.634,
conv2d,PointWise,1,112,10,10,1,1,112,10,10,1254512,12992,3.559,352490
conv2d,PointWise,1,64,24,24,1,1,192,24,24,7078080,13056,17.686,400208
conv2d,PointWise,1,192,24,24,1,1,112,24,24,12386416,21952,27.213,455165
pad,,,64,16,16,,,64,18,18,0,0,0.037,
conv2d,PointWise,1,512,5,5,1,1,512,5,5,6554112,264192,14.453,453477
conv2d,PointWise,1,16,16,16,1,1,16,16,16,65552,320,0.309,212142
conv2d,PointWise,1,16,16,16,1,1,16,16,16,65552,320,0.308,212831
eltwise,,,,,,,,64,16,16,16384,0,1.434,11425
pad,,,32,16,16,,,32,18,18,0,0,0.017,
conv2d,PointWise,1,48,5,5,1,1,48,5,5,57648,2496,0.186,309935
conv2d,PointWise,1,48,5,5,1,1,48,5,5,57648,2496,0.183,315016
pad,,,32,3,3,,,32,5,5,0,0,0.003,
conv2d,PointWise,1,48,5,5,1,1,48,5,5,57648,2496,0.182,316747
conv2d,PointWise,1,48,5,5,1,1,48,5,5,57648,2496,0.183,315016
conv2d,PointWise,1,48,5,5,1,1,48,5,5,57648,2496,0.288,200166
eltwise,,,,,,,,32,3,3,288,0,0.027,10666
conv2d,PointWise,1,192,5,5,1,1,192,5,5,921792,37632,2.121,434602
pad,,,192,14,14,,,192,16,16,0,0,0.078,
conv2d,PointWise,1,64,28,28,1,1,384,28,28,19267968,26112,48.726,395435
conv2d,PointWise,1,384,14,14,1,1,64,14,14,4816960,24832,10.226,471050
eltwise,,,,,,,,32,14,14,6272,0,0.55,11403
pad,,,416,7,7,,,416,9,9,0,0,0.052,
conv2d,PointWise,1,144,7,7,1,1,864,7,7,6097248,127872,13.122,464658
conv2d,PointWise,1,864,7,7,1,1,144,7,7,6096528,124992,13.746,443512
eltwise,,,,,,,,416,7,7,20384,0,1.792,11374
conv2d,PointWise,1,104,24,24,1,1,104,24,24,6230120,11232,15.124,411935
pad,,,24,14,14,,,24,16,16,0,0,0.01,
conv2d,PointWise,1,104,24,24,1,1,104,24,24,6230120,11232,15.144,411391
conv2d,PointWise,1,128,8,8,1,1,384,8,8,3146112,50688,6.651,473028
conv2d,PointWise,1,384,8,8,1,1,144,8,8,3539088,55872,7.607,465240
eltwise,,,,,,,,24,14,14,4704,0,0.413,11389
conv2d,PointWise,1,32,28,28,1,1,192,28,28,4817088,6912,14.935,322536
pad,,,1152,4,4,,,1152,6,6,0,0,0.061,
conv2d,PointWise,1,192,28,28,1,1,32,28,28,4816928,6272,10.328,466395
conv2d,PointWise,1,16,52,52,1,1,40,52,52,1730600,800,6.581,262969
eltwise,,,,,,,,192,4,4,3072,0,0.271,11335
pad,,,40,48,48,,,40,54,54,0,0,0.229,
conv2d,PointWise,1,176,16,16,1,1,176,16,16,7930032,31680,18.98,417809
eltwise,,,,,,,,288,4,4,9216,576,0.205,44956
conv2d,PointWise,1,120,8,8,1,1,360,8,8,2765160,44640,6.137,450571
eltwise,,,,,,,,288,4,4,4608,0,0.406,11349
pad,,,288,4,4,,,288,6,6,0,0,0.013,
conv2d,PointWise,1,360,8,8,1,1,120,8,8,2764920,43680,6.005,460436
eltwise,,,,,,,,288,4,4,4608,0,0.403,11434
conv2d,PointWise,1,352,3,3,1,1,1056,3,3,3346464,375936,9.668,346138
conv2d,PointWise,1,1056,3,3,1,1,352,3,3,3345760,373120,9.541,350671
conv2d,PointWise,1,72,26,26,1,1,128,26,26,6230144,9728,16.344,381188
eltwise,,,,,,,,288,4,4,4608,0,0.403,11434
eltwise,,,,,,,,288,4,4,4608,0,0.402,11462
eltwise,,,,,,,,288,4,4,4608,0,0.402,11462
eltwise,,,,,,,,288,4,4,4608,0,0.091,50637
eltwise,,,,,,,,288,4,4,4608,0,0.082,56195
conv2d,PointWise,1,96,10,10,1,1,64,10,10,614464,6400,1.77,347154
conv2d,PointWise,1,192,20,20,1,1,192,20,20,14745792,37632,33.256,443402
conv2d,PointWise,1,96,10,10,1,1,576,10,10,5530176,57600,16.35,338237
conv2d,PointWise,1,576,10,10,1,1,128,10,10,7372928,74240,18.858,390970
eltwise,,,,,,,,288,4,4,4608,0,0.404,11405
eltwise,,,,,,,,288,4,4,4608,0,0.403,11434
eltwise,,,,,,,,288,4,4,4608,0,0.403,11434
eltwise,,,,,,,,288,4,4,4608,0,0.403,11434
pad,,,640,14,14,,,640,16,16,0,0,0.284,
conv2d,PointWise,1,192,26,26,1,1,72,26,26,9345096,14112,20.208,462445
pad,,,16,56,56,,,16,58,58,0,0,0.1,
conv2d,PointWise,1,80,26,26,1,1,64,26,26,3461184,5376,8.349,414562
conv2d,PointWise,1,48,48,48,1,1,48,48,48,5308464,2496,14.137,375501
conv2d,PointWise,1,256,10,10,1,1,256,10,10,6553856,66560,14.008,467865
pad,,,96,20,20,,,96,22,22,0,0,0.077,
conv2d,PointWise,1,256,10,10,1,1,256,10,10,6553856,66560,14.18,462190
pad,,,56,40,40,,,56,42,42,0,0,0.185,
conv2d,PointWise,1,256,10,10,1,1,256,10,10,6553856,66560,14.176,462320
pad,,,96,32,32,,,96,34,34,0,0,0.194,
conv2d,PointWise,1,256,10,10,1,1,256,10,10,6553856,66560,13.997,468232
conv2d,PointWise,1,256,10,10,1,1,256,10,10,6553856,66560,17.189,381281
pad,,,384,16,16,,,384,18,18,0,0,0.214,
conv2d,PointWise,1,48,48,48,1,1,144,48,48,15925392,7488,40.713,391162
pad,,,24,96,96,,,24,98,98,0,0,0.433,
conv2d,PointWise,1,144,24,24,1,1,64,24,24,5308480,9472,11.794,450100
conv2d,PointWise,1,16,28,28,1,1,16,28,28,200720,320,0.833,240960
conv2d,PointWise,1,40,44,44,1,1,120,44,44,9292920,5280,27.874,333390
pad,,,64,8,8,,,64,10,10,0,0,0.009,
conv2d,PointWise,1,32,20,20,1,1,56,20,20,716856,2016,2.353,304656
conv2d,PointWise,1,8,7,7,1,1,48,7,7,18864,576,0.148,127459
conv2d,PointWise,1,48,7,7,1,1,8,7,7,18824,416,0.055,342254
conv2d,PointWise,1,320,3,3,1,1,320,3,3,921920,103680,2.681,343871
pad,,,704,11,11,,,704,17,17,0,0,0.282,
conv2d,PointWise,1,120,2,2,1,1,720,2,2,346320,89280,1.772,195440
pad,,,48,60,60,,,48,62,62,0,0,0.343,
conv2d,PointWise,1,720,2,2,1,1,120,2,2,345720,86880,1.34,257999
conv2d,PointWise,1,16,104,104,1,1,16,104,104,2768912,320,10.159,272557
conv2d,PointWise,1,64,3,3,1,1,64,3,3,36928,4352,0.152,242947
pad,,,48,12,12,,,48,14,14,0,0,0.014,
conv2d,PointWise,1,48,28,28,1,1,96,28,28,3612768,4992,9.728,371378
conv2d,PointWise,1,112,13,13,1,1,672,13,13,12720288,77952,35.045,362970
conv2d,PointWise,1,672,13,13,1,1,112,13,13,12719728,75712,31.448,404468
pad,,,80,10,10,,,80,12,12,0,0,0.015,
conv2d,PointWise,1,448,4,4,1,1,448,4,4,3211712,202496,7.426,432495
conv2d,PointWise,1,448,4,4,1,1,448,4,4,3211712,202496,7.461,430466
conv2d,PointWise,1,64,28,28,1,1,384,28,28,19267968,26112,48.702,395629
pad,,,144,20,20,,,144,22,22,0,0,0.118,
conv2d,PointWise,1,384,28,28,1,1,96,28,28,28901472,37248,60.895,474611
conv2d,PointWise,1,256,2,2,1,1,256,2,2,262400,66560,1.654,158645
conv2d,PointWise,1,32,24,24,1,1,192,24,24,3539136,6912,11.357,311625
eltwise,,,,,,,,144,20,20,57600,0,5.065,11372
conv2d,PointWise,1,32,40,40,1,1,104,40,40,5324904,3744,15.966,333515
conv2d,PointWise,1,40,6,6,1,1,40,6,6,57640,1760,0.193,298652
pad,,,1056,7,7,,,1056,9,9,0,0,0.131,
conv2d,PointWise,1,40,6,6,1,1,40,6,6,57640,1760,0.193,298652
conv2d,PointWise,1,80,7,7,1,1,480,7,7,1882080,40320,4.477,420388
eltwise,,,,,,,,176,7,7,8624,0,0.756,11407
conv2d,PointWise,1,480,7,7,1,1,80,7,7,1881680,38720,4.15,453416
pad,,,24,5,5,,,24,7,7,0,0,0.003,
conv2d,PointWise,1,120,22,22,1,1,104,22,22,6040424,12896,14.559,414892
conv2d,PointWise,1,8,48,48,1,1,24,48,48,442392,288,2.942,150371
eltwise,,,,,,,,8,5,5,200,0,0.019,10526
pad,,,208,32,32,,,208,38,38,0,0,0.446,
conv2d,PointWise,1,64,12,12,1,1,384,12,12,3539328,26112,10.741,329515
conv2d,PointWise,1,384,6,6,1,1,128,6,6,1769600,49664,3.712,476724
conv2d,PointWise,1,192,5,5,1,1,1152,5,5,5530752,225792,12.687,435938
pad,,,144,24,24,,,144,26,26,0,0,0.165,
conv2d,PointWise,1,1152,5,5,1,1,192,5,5,5529792,221952,13.462,410770
conv2d,PointWise,1,144,16,16,1,1,144,16,16,5308560,21312,12.945,410085
eltwise,,,,,,,,24,24,24,13824,0,1.208,11443
eltwise,,,,,,,,80,28,28,125440,160,4.155,30190
conv2d,PointWise,1,96,4,4,1,1,288,4,4,442656,28800,1.24,356980
eltwise,,,,,,,,80,28,28,62720,0,5.517,11368
pad,,,80,28,28,,,80,30,30,0,0,0.124,
conv2d,PointWise,1,288,4,4,1,1,128,4,4,589952,37376,1.405,419894
eltwise,,,,,,,,80,28,28,62720,0,5.487,11430
conv2d,PointWise,1,512,7,7,1,1,1024,7,7,25691136,528384,56.485,454831
conv2d,PointWise,1,80,12,12,1,1,480,12,12,5530080,40320,15.911,347563
conv2d,PointWise,1,480,6,6,1,1,160,6,6,2764960,77440,5.95,464699
eltwise,,,,,,,,80,28,28,62720,0,5.483,11438
eltwise,,,,,,,,80,28,28,62720,0,5.493,11418
eltwise,,,,,,,,80,28,28,62720,0,5.489,11426
eltwise,,,,,,,,80,28,28,62720,0,1.289,48657
eltwise,,,,,,,,80,28,28,62720,0,1.14,55017
conv2d,PointWise,1,288,4,4,1,1,288,4,4,1327392,84096,3.167,419132
conv2d,PointWise,1,48,20,20,1,1,288,20,20,5529888,14976,15.926,347223
conv2d,PointWise,1,288,20,20,1,1,64,20,20,7372864,18688,16.301,452295
conv2d,PointWise,1,32,80,80,1,1,8,80,80,1638408,288,4.737,345874
eltwise,,,,,,,,80,28,28,62720,0,5.517,11368
eltwise,,,,,,,,80,28,28,62720,0,5.482,11441
eltwise,,,,,,,,80,28,28,62720,0,5.491,11422
eltwise,,,,,,,,80,28,28,62720,0,5.495,11414
pad,,,104,26,26,,,104,30,30,0,0,0.158,
conv2d,PointWise,1,64,14,14,1,1,384,14,14,4817280,26112,13.983,344509
conv2d,PointWise,1,384,14,14,1,1,64,14,14,4816960,24832,11.339,424813
pad,,,16,12,12,,,16,14,14,0,0,0.007,
conv2d,PointWise,1,160,18,18,1,1,72,18,18,3732552,11808,8.701,428979
conv2d,PointWise,1,24,24,24,1,1,112,24,24,1548400,3136,5.985,258713
conv2d,PointWise,1,80,10,10,1,1,480,10,10,3840480,40320,11.713,327881
eltwise,,,,,,,,16,12,12,2304,0,0.202,11405
conv2d,PointWise,1,480,5,5,1,1,80,5,5,960080,38720,2.117,453509
pad,,,480,16,16,,,480,18,18,0,0,0.27,
conv2d,PointWise,1,64,5,5,1,1,192,5,5,307392,13056,0.872,352513
conv2d,PointWise,1,192,5,5,1,1,128,5,5,614528,25088,2.317,265225
pad,,,96,24,24,,,96,30,30,0,0,0.137,
conv2d,PointWise,1,128,14,14,1,1,768,14,14,19268352,101376,49.35,390442
conv2d,PointWise,1,768,7,7,1,1,128,7,7,4817024,98816,10.808,445690
conv2d,PointWise,1,104,10,10,1,1,104,10,10,1081704,11232,3.193,338773
pad,,,336,14,14,,,336,16,16,0,0,0.136,
conv2d,PointWise,1,128,12,12,1,1,384,12,12,7078272,50688,18.83,375903
conv2d,PointWise,1,384,6,6,1,1,160,6,6,2212000,62080,4.641,476621
eltwise,,,,,,,,112,14,14,21952,0,1.922,11421
pad,,,56,12,12,,,56,14,14,0,0,0.016,
conv2d,PointWise,1,48,56,56,1,1,144,56,56,21676176,7488,54.693,396324
conv2d,PointWise,1,144,28,28,1,1,96,28,28,10838112,14208,23.971,452134
conv2d,PointWise,1,64,24,24,1,1,384,24,24,14156160,26112,36.465,388212
eltwise,,,,,,,,56,12,12,8064,0,0.707,11405
pad,,,320,30,30,,,320,32,32,0,0,0.605,
conv2d,PointWise,1,384,24,24,1,1,64,24,24,14155840,24832,30.131,469809
pad,,,8,80,80,,,8,82,82,0,0,0.136,
conv2d,PointWise,1,64,2,2,1,1,192,2,2,49344,13056,0.301,163933
conv2d,PointWise,1,192,2,2,1,1,96,2,2,73824,18816,0.33,223709
conv2d,PointWise,1,80,22,22,1,1,104,22,22,4026984,8736,9.977,403626
pad,,,64,64,64,,,64,66,66,0,0,0.609,
conv2d,PointWise,1,96,16,16,1,1,128,16,16,3145856,12800,7.241,434450
conv2d,PointWise,1,96,32,32,1,1,40,32,32,3932200,4000,8.957,439008
conv2d,PointWise,1,192,2,2,1,1,320,2,2,246080,62720,1.619,151995
pad,,,176,16,16,,,176,22,22,0,0,0.117,
conv2d,PointWise,1,96,28,28,1,1,112,28,28,8429680,11200,19.529,431649
pad,,,64,10,10,,,64,14,14,0,0,0.015,
conv2d,PointWise,1,48,32,32,1,1,48,32,32,2359344,2496,6.27,376290
conv2d,PointWise,1,96,6,6,1,1,576,6,6,1991232,57600,4.705,423216
conv2d,PointWise,1,576,6,6,1,1,96,6,6,1990752,55680,4.406,451827
conv2d,PointWise,1,168,2,2,1,1,1024,2,2,689152,176128,3.249,212112
conv2d,PointWise,1,816,14,14,1,1,136,14,14,21751432,111520,52.119,417341
pad,,,352,7,7,,,352,9,9,0,0,0.041,
conv2d,PointWise,1,48,28,28,1,1,256,28,28,9634048,13312,26.074,369488
conv2d,PointWise,1,32,30,30,1,1,96,30,30,2764896,3456,8.49,325665
eltwise,,,,,,,,352,7,7,17248,0,1.517,11369
pad,,,24,56,56,,,24,58,58,0,0,0.195,
conv2d,PointWise,1,96,30,30,1,1,96,30,30,8294496,9600,19.076,434813
conv2d,PointWise,1,96,8,8,1,1,144,8,8,884880,14400,2.796,316480
conv2d,PointWise,1,48,14,14,1,1,48,14,14,451632,2496,1.391,324681
eltwise,,,,,,,,24,56,56,75264,0,6.587,11426
conv2d,PointWise,1,88,8,8,1,1,88,8,8,495704,8096,1.626,304861
pad,,,120,5,5,,,120,7,7,0,0,0.008,
conv2d,PointWise,1,88,8,8,1,1,88,8,8,495704,8096,1.627,304673
conv2d,PointWise,1,96,14,14,1,1,288,14,14,5419296,28800,12.318,439949
conv2d,PointWise,1,288,14,14,1,1,112,14,14,6322288,32704,14.99,421767
eltwise,,,,,,,,120,5,5,3000,0,0.263,11406
conv2d,PointWise,1,64,16,16,1,1,64,16,16,1048640,4352,2.9,361600
pad,,,48,28,28,,,48,30,30,0,0,0.075,
conv2d,PointWise,1,48,8,8,1,1,64,8,8,196672,3328,0.516,381147
